command,mean,stddev,median,user,system,min,max,parameter_len,parameter_memset
./zig-out/bin/memset_bench skk64 500000000 3,0.5007356475000001,0.0072875565554591975,0.4988207999,0.34092546,0.1582265,0.48794065440000006,0.5126821664000001,3,skk64
./zig-out/bin/memset_bench rpkak 500000000 3,0.5790769588,0.004936619348198293,0.5795628914000001,0.42420256,0.1537985,0.5721435874,0.5888020364000001,3,rpkak
./zig-out/bin/memset_bench builtin 500000000 3,0.7122838498000001,0.010966802382380096,0.7093703389000001,0.54831126,0.16132799999999997,0.6988824454000001,0.7303592054000001,3,builtin
./zig-out/bin/memset_bench musl_asm 500000000 3,0.5513891272,0.012291237123268687,0.5542983239000001,0.38817315999999996,0.16015639999999998,0.5331008574,0.5686495864000001,3,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 4,0.45294252410000013,0.008394588941890503,0.4512646994,0.29430305999999995,0.1558324,0.44437517840000007,0.47188463440000006,4,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 4,0.4254310629000001,0.009817911126560148,0.42319817640000007,0.26426565999999996,0.15960959999999996,0.41448422940000007,0.44404505340000006,4,skk64
./zig-out/bin/memset_bench rpkak 500000000 4,0.4814000131,0.0055736258277509325,0.47905094840000007,0.32525185999999995,0.1532198,0.47632586340000005,0.49405323940000007,4,rpkak
./zig-out/bin/memset_bench builtin 500000000 4,0.6308159521000001,0.008581156949019545,0.6319345904,0.47104495999999996,0.15805169999999996,0.6177282974,0.6442922284000001,4,builtin
./zig-out/bin/memset_bench musl_asm 500000000 4,0.4616878805000001,0.009569422681638049,0.4600957924000001,0.29911506,0.16129469999999999,0.44992755040000004,0.47640355240000004,4,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 5,0.40286185200000013,0.006570241456127119,0.4015515169,0.24388085999999998,0.15810649999999998,0.39277218340000003,0.41416828840000003,5,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 5,0.38487833850000014,0.008012485017588908,0.3805065739000001,0.22416065999999998,0.1601178,0.3767940974,0.3993780344,5,skk64
./zig-out/bin/memset_bench rpkak 500000000 5,0.3484998385,0.005581793619008912,0.34675294040000004,0.19338205999999997,0.15288139999999997,0.3428613414,0.35955372240000005,5,rpkak
./zig-out/bin/memset_bench builtin 500000000 5,0.6351577475000001,0.016965591949662323,0.6305183244000001,0.4685009599999999,0.1607243,0.6176058204000001,0.6713546664000001,5,builtin
./zig-out/bin/memset_bench musl_asm 500000000 5,0.41444736219999995,0.009402749945515088,0.41533779190000003,0.25682235999999997,0.1570243,0.40169310240000006,0.4298481444000001,5,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 6,0.3725236632,0.008540736748387723,0.37095888990000003,0.21678735999999996,0.1550838,0.35759284840000005,0.38530452440000007,6,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 6,0.3549623793,0.007831454927232416,0.3538799504000001,0.19628716,0.15817859999999997,0.34492771640000003,0.36883312240000005,6,skk64
./zig-out/bin/memset_bench rpkak 500000000 6,0.3224760711,0.0035111152218245375,0.3229694719,0.16954655999999996,0.15159280000000003,0.31701385540000004,0.32714368540000005,6,rpkak
./zig-out/bin/memset_bench builtin 500000000 6,0.5230933951000001,0.005976411677939253,0.5213619459000001,0.36238796,0.1595004,0.5174328054,0.5371929074,6,builtin
./zig-out/bin/memset_bench musl_asm 500000000 6,0.37456262130000006,0.006034431320862942,0.3733365229000001,0.21292735999999998,0.16123910000000002,0.3664558264,0.38676620640000003,6,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 7,0.3442764007,0.006651440744123804,0.3432630039000001,0.19168256,0.1511143,0.33738355640000006,0.35867182340000003,7,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 7,0.3227449790000001,0.005270952081678228,0.3226645779,0.16881055999999997,0.1530474,0.31447483840000007,0.33420606240000006,7,skk64
./zig-out/bin/memset_bench rpkak 500000000 7,0.3038915644000001,0.0058180247936629615,0.30274824040000003,0.15257455999999997,0.1507907,0.29617844340000005,0.31259371440000006,7,rpkak
./zig-out/bin/memset_bench builtin 500000000 7,0.48985666960000007,0.005558789888995237,0.49124699540000005,0.32930035999999996,0.15907809999999997,0.48116405940000007,0.49769479640000003,7,builtin
./zig-out/bin/memset_bench musl_asm 500000000 7,0.3612051006,0.004303013302700064,0.36132102890000006,0.21029766,0.149227,0.3548082054,0.36923274840000003,7,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 8,0.33872965670000005,0.006839536692763531,0.3372168619,0.18025536,0.1569088,0.33141567940000005,0.35626191040000005,8,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 8,0.31167685470000006,0.004225777406577183,0.31045019390000006,0.15277725999999997,0.15772599999999998,0.3071286174,0.3204776784,8,skk64
./zig-out/bin/memset_bench rpkak 500000000 8,0.2952832483,0.008163248249592895,0.29097008190000007,0.13673046,0.15796839999999998,0.28790216440000005,0.31323110540000004,8,rpkak
./zig-out/bin/memset_bench builtin 500000000 8,0.37295013830000007,0.0047762292080647,0.37279927390000006,0.21178265999999998,0.1604319,0.36362175440000005,0.37916000140000006,8,builtin
./zig-out/bin/memset_bench musl_asm 500000000 8,0.3394396514,0.006188143210708035,0.34007789590000004,0.18078305999999997,0.1574062,0.3297754264,0.34864676840000003,8,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 9,0.31557323270000004,0.0031783921334009287,0.31542107390000007,0.16183056,0.15303490000000003,0.3116850454,0.32023667740000006,9,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 9,0.29680213310000003,0.0030792196388309085,0.2971235139,0.14187376,0.15426480000000004,0.29194840540000006,0.3009464894,9,skk64
./zig-out/bin/memset_bench rpkak 500000000 9,0.29243529079999997,0.0037776166418468766,0.2910291974,0.14086055999999997,0.1508634,0.28794053740000003,0.2994953014,9,rpkak
./zig-out/bin/memset_bench builtin 500000000 9,0.36771468090000003,0.003983899698062005,0.3664289754000001,0.21080726,0.1560838,0.36245991240000003,0.37499166740000006,9,builtin
./zig-out/bin/memset_bench musl_asm 500000000 9,0.32376214540000003,0.0045253561043675705,0.32399918990000004,0.16927785999999997,0.15336750000000002,0.31845748640000004,0.3321320334,9,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 10,0.30750026910000006,0.004598567518281035,0.30722973940000003,0.15473106000000003,0.1520543,0.30089572940000003,0.31417491440000006,10,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 10,0.28161376020000006,0.0059757330963911195,0.27973463240000007,0.12565785999999998,0.15521069999999998,0.2747408264,0.29247353440000007,10,skk64
./zig-out/bin/memset_bench rpkak 500000000 10,0.2784796295,0.0019256095988481505,0.2789723894,0.12650896,0.1512642,0.2742413644,0.28078417140000006,10,rpkak
./zig-out/bin/memset_bench builtin 500000000 10,0.36655710510000006,0.005706421495731706,0.36557651490000004,0.21089905999999997,0.153426,0.35859846240000004,0.37954121040000005,10,builtin
./zig-out/bin/memset_bench musl_asm 500000000 10,0.3160210629000001,0.008702488320842408,0.31254807040000004,0.15741495999999996,0.15701299999999999,0.30928653440000003,0.33777701140000005,10,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 12,0.28905606780000004,0.003202332449304172,0.28821022590000006,0.13519745999999996,0.15202469999999996,0.2857885654,0.29679352740000003,12,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 12,0.26818362430909093,0.004886317576734883,0.26995246940000006,0.11287257818181816,0.15476203636363633,0.26014518140000004,0.27432708540000006,12,skk64
./zig-out/bin/memset_bench rpkak 500000000 12,0.2690784341272728,0.004629413984537482,0.26981545240000004,0.11291812363636362,0.1547434909090909,0.26298487340000004,0.27845803240000006,12,rpkak
./zig-out/bin/memset_bench builtin 500000000 12,0.36251892980000006,0.004367088763789678,0.36245651740000007,0.19865626,0.16331060000000003,0.35668705440000004,0.36778673440000004,12,builtin
./zig-out/bin/memset_bench musl_asm 500000000 12,0.29368414600000003,0.007493096244105389,0.29327139890000004,0.13647976,0.1557564,0.28499332940000005,0.31122724440000005,12,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 14,0.2734040554909092,0.0035526067423494413,0.27168426240000004,0.12465657818181818,0.1482826727272727,0.27063460440000003,0.28140692940000006,14,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 14,0.25785446494545455,0.003062467530201269,0.25737067640000005,0.10433066909090907,0.15276494545454544,0.25305289040000006,0.26306733140000005,14,skk64
./zig-out/bin/memset_bench rpkak 500000000 14,0.25505202103636376,0.0039073511478573885,0.2549469194,0.10389775999999999,0.1501214,0.2499898154,0.26433733340000004,14,rpkak
./zig-out/bin/memset_bench builtin 500000000 14,0.35624182490000006,0.004253785307080743,0.35516210340000004,0.20184675999999996,0.1517792,0.35151857040000006,0.36559926140000004,14,builtin
./zig-out/bin/memset_bench musl_asm 500000000 14,0.2767555525,0.0036559663409484046,0.2762654869000001,0.12490576,0.14933989999999997,0.2707708804,0.28512613540000004,14,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 16,0.258253436309091,0.004712497459951716,0.25751006540000004,0.09937739636363636,0.15568958181818182,0.25255047640000006,0.2675269344,16,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 16,0.25714740612727277,0.002388624786036018,0.25742967040000003,0.10996848727272726,0.1467222181818182,0.25211500740000004,0.26011053240000004,16,skk64
./zig-out/bin/memset_bench rpkak 500000000 16,0.24707890673333333,0.00279680708311163,0.2470526904,0.09522484333333332,0.14949781666666664,0.2420858494,0.25331635640000005,16,rpkak
./zig-out/bin/memset_bench builtin 500000000 16,0.34577496440000005,0.003794962975601355,0.3447293564,0.18689255999999996,0.15511489999999997,0.34085349840000007,0.35110260340000005,16,builtin
./zig-out/bin/memset_bench musl_asm 500000000 16,0.2793748951,0.00597472013333422,0.2783220354,0.12309045999999998,0.155352,0.27088088940000005,0.2890940544,16,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 18,0.24824342473333336,0.0056265922332270615,0.24517886190000002,0.09908601,0.1483067333333333,0.2431802364,0.2607747214,18,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 18,0.2472230774,0.0027250565337204645,0.2478506024,0.09675239636363635,0.15017494545454546,0.24249754540000001,0.2511309104,18,skk64
./zig-out/bin/memset_bench rpkak 500000000 18,0.2550820885818182,0.005503755970262559,0.25325332940000006,0.10433321454545452,0.1503484909090909,0.25060835740000004,0.26590041740000003,18,rpkak
./zig-out/bin/memset_bench builtin 500000000 18,0.3398454565000001,0.003051727196732855,0.33861558340000003,0.18368745999999997,0.1543894,0.33606746640000007,0.34484882540000006,18,builtin
./zig-out/bin/memset_bench musl_asm 500000000 18,0.2633772344,0.0023331313592989482,0.26312499540000006,0.11198676,0.1510292181818182,0.26015770740000005,0.2668986614,18,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 20,0.24034548681666668,0.003753140920478001,0.23997098690000002,0.09021692666666664,0.14954806666666665,0.23544748940000002,0.2484941854,20,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 20,0.24230524149090912,0.003911773452632213,0.24075301040000002,0.09158185090909089,0.15005803636363635,0.2394974904,0.25072475140000006,20,skk64
./zig-out/bin/memset_bench rpkak 500000000 20,0.24967244173333336,0.00429342626287323,0.2480988584,0.09922034333333331,0.14956206666666663,0.24600102340000002,0.26195567540000003,20,rpkak
./zig-out/bin/memset_bench builtin 500000000 20,0.33476711680000004,0.0032950804878519925,0.33544357640000005,0.18378176,0.14951409999999998,0.33026575240000006,0.34084776540000006,20,builtin
./zig-out/bin/memset_bench musl_asm 500000000 20,0.2585522494909091,0.003354550525880577,0.25982356440000004,0.10237939636363635,0.15427230909090908,0.25354947540000006,0.26389038140000004,20,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 24,0.23526979206666668,0.002687308094007505,0.2351258589,0.08040584333333332,0.15261931666666664,0.2320399484,0.2408132604,24,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 24,0.23313051815000005,0.005043922243235251,0.23248444340000002,0.08316159333333333,0.14879164999999997,0.22594504640000002,0.24303365540000002,24,skk64
./zig-out/bin/memset_bench rpkak 500000000 24,0.23893321915000001,0.0028468175218619818,0.2389684444,0.08199676,0.15572748333333333,0.2345445844,0.2462234564,24,rpkak
./zig-out/bin/memset_bench builtin 500000000 24,0.33739803930000006,0.002832745126587062,0.3363242094000001,0.18004536,0.1562102,0.33506388140000004,0.3431275704,24,builtin
./zig-out/bin/memset_bench musl_asm 500000000 24,0.2464548379833333,0.003035590126021277,0.24649571590000002,0.09193892666666666,0.15365331666666665,0.24120882140000002,0.2528272984,24,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 28,0.23011608186153845,0.006215308113636371,0.2317299224,0.07791376,0.15157924615384613,0.2230883264,0.24506773140000002,28,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 28,0.22998647298333333,0.006741817005540165,0.22840822640000003,0.07450992666666666,0.15429489999999998,0.22515897940000001,0.25076322640000004,28,skk64
./zig-out/bin/memset_bench rpkak 500000000 28,0.2345728439833333,0.003221744645466335,0.2340652959,0.08162692666666665,0.15188373333333333,0.23024551440000002,0.2405065714,28,rpkak
./zig-out/bin/memset_bench builtin 500000000 28,0.3308120317,0.0016783918433778675,0.33027112290000005,0.17831106,0.151605,0.3287446244,0.33308134740000006,28,builtin
./zig-out/bin/memset_bench musl_asm 500000000 28,0.23962002481666667,0.004613766138507289,0.24055386990000002,0.08238717666666666,0.15662356666666666,0.2315383484,0.24725156140000001,28,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 32,0.21329939832307693,0.005375422558652373,0.21345388140000002,0.06388575999999999,0.14897363076923073,0.2072903574,0.22295785140000002,32,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 32,0.22956035348333337,0.00267781808064094,0.22952192040000002,0.08259617666666665,0.14659589999999997,0.2261773024,0.2353314404,32,skk64
./zig-out/bin/memset_bench rpkak 500000000 32,0.22544999540000002,0.0031590113022888252,0.2256034429,0.07120101,0.15369039999999998,0.2197411874,0.2330630484,32,rpkak
./zig-out/bin/memset_bench builtin 500000000 32,0.33069510520000006,0.0018536140426922026,0.3303216439000001,0.17461245999999997,0.1556967,0.32791326740000004,0.33442535940000007,32,builtin
./zig-out/bin/memset_bench musl_asm 500000000 32,0.2516457738545455,0.005410735244868226,0.24954416840000002,0.09345921454545456,0.15721812727272724,0.2442411194,0.26228128340000006,32,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 50,0.20297578018571433,0.0037081201409037263,0.20143266440000002,0.05505440285714285,0.14675304285714286,0.1970978854,0.20937198840000001,50,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 50,0.21795957878461536,0.007224143208963545,0.2156271814,0.06715029846153847,0.1492734,0.2094336484,0.2360244884,50,skk64
./zig-out/bin/memset_bench rpkak 500000000 50,0.20961674604285713,0.003466770177038287,0.2094464699,0.05666940285714286,0.1523426142857143,0.2050789694,0.2153684954,50,rpkak
./zig-out/bin/memset_bench builtin 500000000 50,0.32877318490000007,0.003926541940035938,0.32785614690000003,0.17208526,0.15596049999999997,0.32420941440000006,0.33887095540000006,50,builtin
./zig-out/bin/memset_bench musl_asm 500000000 50,0.2268567848166667,0.004144352673446744,0.2267993329,0.07508851,0.15106214999999998,0.22202361340000001,0.2383922394,50,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 100,0.19851319204285714,0.0029160305013100785,0.19793621090000002,0.05004476,0.14790182857142858,0.19527082240000002,0.2074814694,100,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 100,0.20608184909230773,0.004020642437059354,0.2055558074,0.057379221538461526,0.14804563076923077,0.2007687844,0.2169822714,100,skk64
./zig-out/bin/memset_bench rpkak 500000000 100,0.21209247468571427,0.006643609496115048,0.2103938079,0.05822433142857143,0.15296725714285714,0.20369052140000002,0.2305304894,100,rpkak
./zig-out/bin/memset_bench builtin 500000000 100,0.3223539513,0.004497505953732103,0.32011022340000006,0.16946925999999998,0.15120949999999997,0.31827578640000004,0.33084294440000006,100,builtin
./zig-out/bin/memset_bench musl_asm 500000000 100,0.2252711394769231,0.0025260705036122947,0.2251876764,0.06716945230769229,0.15714055384615386,0.2215146764,0.2301365544,100,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 200,0.2038490916142857,0.004546039167855366,0.2031324079,0.049157188571428576,0.15340632857142858,0.1953010244,0.2134683554,200,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 200,0.2019599494714286,0.0040826480403670954,0.20094747740000002,0.05074640285714284,0.1509404,0.1977693394,0.2117687684,200,skk64
./zig-out/bin/memset_bench rpkak 500000000 200,0.20074145104285715,0.00307764640680846,0.2004864054,0.04896318857142857,0.15109525714285715,0.1945398714,0.20732794840000002,200,rpkak
./zig-out/bin/memset_bench builtin 500000000 200,0.3210547671,0.002919634110700413,0.32134254940000007,0.16454326,0.156001,0.3173579234,0.32738692440000006,200,builtin
./zig-out/bin/memset_bench musl_asm 500000000 200,0.22089212339999997,0.004133778391154815,0.21858935440000002,0.07121299076923077,0.14859124615384614,0.21606478440000002,0.22858346440000002,200,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 400,0.19874675290000002,0.0026241791901382393,0.19871717490000002,0.04990997428571429,0.14825075714285713,0.1941064824,0.20507784040000002,400,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 400,0.19549276347142858,0.00291522481959864,0.19509183340000003,0.04919226,0.14578482857142858,0.1913361784,0.2024806734,400,skk64
./zig-out/bin/memset_bench rpkak 500000000 400,0.1942727808,0.0027767216392286615,0.1933413304,0.04757009333333332,0.14640573333333334,0.1917191184,0.2003111414,400,rpkak
./zig-out/bin/memset_bench builtin 500000000 400,0.31636087049999995,0.003091470363976252,0.31585324540000004,0.16580276,0.14952569999999998,0.31246957940000003,0.32432132240000006,400,builtin
./zig-out/bin/memset_bench musl_asm 500000000 400,0.20547839193846154,0.0033089170713734963,0.2045745804,0.0568211446153846,0.14826378461538464,0.2012513534,0.2146161994,400,musl_asm
./zig-out/bin/memset_bench glibc_avx2 500000000 800,0.1973518686857143,0.002940183052509971,0.1964729654,0.048216331428571436,0.14864847142857143,0.1945500444,0.2033874824,800,glibc_avx2
./zig-out/bin/memset_bench skk64 500000000 800,0.19833817454285715,0.003434877407850017,0.19831213940000003,0.04627090285714286,0.15172261428571426,0.1921547284,0.2047069864,800,skk64
./zig-out/bin/memset_bench rpkak 500000000 800,0.19765684025714284,0.004857152959705822,0.19643710890000002,0.04587176,0.15156697142857142,0.1893171874,0.2115903344,800,rpkak
./zig-out/bin/memset_bench builtin 500000000 800,0.3177403844000001,0.007927084477157394,0.31588261240000004,0.16513695999999997,0.15192440000000001,0.31247263740000003,0.33964975340000003,800,builtin
./zig-out/bin/memset_bench musl_asm 500000000 800,0.19842800940000005,0.005646084340551513,0.1971145164,0.04825189333333334,0.14977386666666667,0.1918425674,0.2118536574,800,musl_asm
