command,mean,stddev,median,user,system,min,max,parameter_len,parameter_memset
./zig-out/bin/memset_bench rpkak 500_000_000 5,0.25860507507333336,0.015345479005995902,0.25900324524,0.18435495666666668,0.07419779333333333,0.22803656174,0.27415770274,5,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 5,0.31013544563999995,0.010045239462226177,0.30847558374,0.23719184,0.07289095999999999,0.29816042174,0.33201353474,5,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 5,0.22555593750923078,0.006997587247089864,0.22368384274000003,0.1539343092307692,0.07156319076923076,0.22156684774000002,0.24863344174000002,5,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 5,0.31566539243999997,0.009197080849495342,0.31925843523999997,0.24391713999999998,0.07167725999999999,0.30146806374,0.32444902074,5,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 6,0.21943051927846147,0.0010501808929715883,0.21962817974,0.14265461692307693,0.07672026769230769,0.21679960774,0.22077732374,6,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 6,0.21589194535538458,0.010371194813130933,0.21896263274000002,0.1458430784615385,0.06999188307692308,0.18156239974000002,0.22061277774000002,6,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 6,0.26532138654,0.006917496384184264,0.26205890773999996,0.19147403999999998,0.07377956000000001,0.25460008174,0.27568034873999997,6,libc
./zig-out/bin/memset_bench skk64 500_000_000 6,0.21917596658615388,0.0014829438574381817,0.21947270274000003,0.14578407846153846,0.07333434461538463,0.21559281274000003,0.22096106374000002,6,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 6,0.23135413350923079,0.012964804918002866,0.23918328374000003,0.15815700153846157,0.07312511384615385,0.20200655574,0.24198217074000003,6,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 6,0.26938087454000004,0.009338952329880551,0.26764274773999996,0.19895404,0.07036675999999999,0.26158818674,0.29311158574,6,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 6,0.19703059120666663,0.009195769603146029,0.19872815874000002,0.12505640666666668,0.07190402666666666,0.17691646474,0.21724770474000002,6,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 6,0.27524156873999994,0.005837272063265418,0.27676416823999994,0.20359574,0.07158416,0.26538941874,0.28166821374,6,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 7,0.19793937347333337,0.0026602898459859724,0.19867303574,0.12206340666666665,0.07581969333333333,0.18901384874000002,0.20113613974000003,7,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 7,0.19503543566857137,0.009517465842977402,0.19854001624,0.12339025428571429,0.07158438857142858,0.16590557074,0.20040348074,7,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 7,0.24779684490666665,0.006598291069955001,0.24846915574,0.1772889566666667,0.07043821,0.23821201674,0.25848191774,7,libc
./zig-out/bin/memset_bench skk64 500_000_000 7,0.20325756700666667,0.012415184504536991,0.19947077174000002,0.12855033999999999,0.07464929333333332,0.19475624174,0.23407147674,7,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 7,0.20749476031142858,0.01048397448569006,0.21291805074000003,0.13475161142857142,0.07268610285714286,0.18583697374000002,0.21768575074000002,7,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 7,0.25742155692181823,0.002634329049773389,0.25603223374,0.18818017636363635,0.06918196,0.25420714674,0.26129977474,7,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 7,0.1814999049275,0.0056466957806097316,0.18326824174,0.10939122749999998,0.072047085,0.16272297674000002,0.18478646874000001,7,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 7,0.25812659046727265,0.0033281467588097413,0.25724362074,0.1871113581818182,0.07096305090909091,0.25345478874,0.26275313374,7,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 8,0.1833598143025,0.003794902553728514,0.18424332374000002,0.11289791499999999,0.070409085,0.16937329174000001,0.18577948774000003,8,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 8,0.184331167615,0.0011058155565812288,0.18449727024,0.11089716499999999,0.073376585,0.18193112574,0.18605276774,8,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 8,0.1825960934458824,0.007110935955096258,0.18512461574000003,0.10866089294117645,0.07381007764705882,0.15824629374000002,0.18624015874000002,8,libc
./zig-out/bin/memset_bench skk64 500_000_000 8,0.18250118299,0.003966109386148369,0.18356413474,0.11119310250000002,0.0712497725,0.17206551974,0.18609575274,8,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 8,0.19638007545428574,0.0062066161457202005,0.19908152824000003,0.12500454,0.0713192457142857,0.17916113174,0.20056538474000002,8,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 8,0.19749304409714288,0.004946890700676764,0.19948973624000002,0.12340118285714287,0.07400803142857144,0.18511279274,0.20097007074,8,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 8,0.1686325876775,0.00837478405357584,0.16922152874000002,0.09209835250000001,0.0764753975,0.14875288874,0.18458324874,8,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 8,0.20045264681142855,0.0030485433623389964,0.20101311124000001,0.1296758257142857,0.07071988857142857,0.19089354374,0.20379357074,8,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 9,0.1717631783870589,0.003169420521940189,0.17255620974000002,0.10031712823529408,0.07138813647058821,0.16174652774,0.17508509274,9,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 9,0.1720536369164706,0.004508422278759199,0.17315900374,0.10133948117647058,0.07066125411764705,0.15640909274,0.17802681474,9,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 9,0.17255829326941177,0.003855318392970044,0.17386482274,0.10135542235294116,0.07114596000000002,0.16238275174000003,0.17519345574,9,libc
./zig-out/bin/memset_bench skk64 500_000_000 9,0.16913617174,0.007141741406376293,0.17218790774,0.09512154,0.07395872470588233,0.14892746974,0.17395073174,9,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 9,0.15930019640666665,0.0023049232622214385,0.15883046824000002,0.08643298444444442,0.07281107111111113,0.15715449074,0.16786181974,9,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 9,0.1731608468576471,0.0020679756070203044,0.17375589974000002,0.0994214811764706,0.07368507764705881,0.16840654674000002,0.17503959474000003,9,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 9,0.15769033579555558,0.005977582945904773,0.15943466024000003,0.08510865111111111,0.07252523777777778,0.14131336074,0.16231448874,9,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 9,0.17999126509294114,0.008635967188394185,0.18317443574,0.10825118705882353,0.07168660705882353,0.16890877974000001,0.19904519974,9,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 10,0.16291707062888888,0.0017092863666476827,0.16323360774,0.08894709555555554,0.07391729333333331,0.15880537574,0.16558308074,10,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 10,0.1632963856288889,0.0021911740509943088,0.16356116874,0.08894381777777778,0.07404029333333334,0.15971441874,0.17007944474,10,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 10,0.16351708996222222,0.002001911141990591,0.16419135924,0.0917406511111111,0.07172201555555557,0.16000905074000002,0.16630342174,10,libc
./zig-out/bin/memset_bench skk64 500_000_000 10,0.16062552585111115,0.005905032438742925,0.16282689724000002,0.08725353999999999,0.07331779333333334,0.14131034674,0.16418755774000002,10,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 10,0.1514592552663158,0.0018945279807228807,0.15120432574,0.08018680315789473,0.0712090652631579,0.14862400574,0.15837852574,10,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 10,0.17259628886500006,0.004261662407900982,0.17237474774,0.0992553525,0.0732805225,0.16290718774000001,0.17825892374000002,10,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 10,0.15029271516105264,0.00541078984373078,0.15211898674000002,0.07862375052631579,0.07161353894736842,0.13515426274,0.15424751974,10,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 10,0.180246510615,0.005246637179534549,0.17779357524,0.10704878999999998,0.07313333500000001,0.17372320974000002,0.18922734474000003,10,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 12,0.14661041799000002,0.006357481338794171,0.14899683374,0.07300324,0.07354081000000001,0.12992466774,0.15193327674,12,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 12,0.14741265549000002,0.005037424638856688,0.14885007274,0.07553344000000001,0.07182406,0.13024870374,0.15110407374,12,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 12,0.17504015096222222,0.007709539441331327,0.17642993774,0.10189698444444445,0.07307907111111113,0.15897208474000002,0.18356469974,12,libc
./zig-out/bin/memset_bench skk64 500_000_000 12,0.14869100539,0.008057744525327116,0.14810040874000002,0.07423093999999997,0.07440495999999999,0.13098454774,0.16831827174000003,12,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 12,0.13833748259714285,0.0011315428362275676,0.13836112174,0.06702749238095237,0.07125429333333333,0.13641239874000002,0.14010357474000001,12,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 12,0.1719666385635294,0.0008019664143181343,0.17192588274,0.10010589294117646,0.07179884235294118,0.17082876674,0.17341927274000002,12,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 12,0.14029810016857142,0.0032139913013804885,0.13962692974000002,0.06673034952380952,0.07351119809523811,0.13348974474,0.14873363874,12,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 12,0.17317047409294117,0.0052736923832918305,0.17238587274,0.0990200105882353,0.0740884305882353,0.16216443174,0.18098030274000002,12,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 14,0.13833226637636364,0.0014357716992662354,0.13859349974000001,0.06734267636363636,0.07093400545454545,0.13254970574000002,0.13959831674,14,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 14,0.13811148007333335,0.0022159406394822766,0.13847245774,0.06666153999999998,0.07138548380952381,0.12913001574000002,0.14013090574,14,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 14,0.15939257879555557,0.000929699076312614,0.15932969024,0.08481076222222221,0.07452262666666666,0.15819764274,0.16158489274,14,libc
./zig-out/bin/memset_bench skk64 500_000_000 14,0.13556534293047623,0.005474108767820688,0.13824659974,0.062293778095238096,0.07320862666666668,0.12405822874000001,0.14031294874,14,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 14,0.13166767674000002,0.0036074862659488303,0.13076486324000003,0.057676721818181835,0.07392936909090908,0.12636879474,0.13983894774,14,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 14,0.1686766471517647,0.0012863736568851244,0.16851944374000002,0.09673048117647058,0.07189237176470588,0.16706030574000003,0.17196571274000003,14,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 14,0.13252977437636365,0.0028763155151612283,0.13176299524,0.058529630909090906,0.07394473272727274,0.13040407674,0.14155204774000002,14,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 14,0.16825136532823531,0.0010091797874740949,0.16789291374,0.09697483411764705,0.0711870188235294,0.16679102174000002,0.17050616374000002,14,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 16,0.13221827660363636,0.001834611232225076,0.13221544424,0.06069472181818181,0.07146168727272725,0.12515413274,0.13454499774,16,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 16,0.12889448737636364,0.005216532769001871,0.13125542424,0.05473072181818182,0.0741065509090909,0.11893382374000001,0.13317723674,16,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 16,0.15558653489789473,0.0009873402463954637,0.15545848474,0.08194090842105263,0.07358817052631578,0.15420417274,0.15753727174,16,libc
./zig-out/bin/memset_bench skk64 500_000_000 16,0.13007780394833335,0.0034711201902243383,0.13143621374000003,0.05747937333333333,0.07254416833333333,0.12250651174,0.13454939874000002,16,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 16,0.12454232303166662,0.0020975983387991393,0.12407799024,0.052885206666666656,0.07159746000000002,0.12130190674,0.13218621374,16,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 16,0.1576874906288889,0.0010290902609473552,0.15752896024000002,0.08771387333333332,0.06991351555555556,0.15616942074,0.15939161474000002,16,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 16,0.12622995317478258,0.0016866480096669933,0.12651892274,0.05114988782608696,0.07502230782608695,0.12147257174000001,0.12861636874000001,16,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 16,0.15680218463473689,0.0012318515907578538,0.15689508974000002,0.08493117157894733,0.07181448631578947,0.15415783274,0.15905119374,16,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 18,0.12277222962461541,0.004196138458180017,0.12464919774000002,0.05189938615384615,0.07081449846153845,0.11318020374000001,0.12594161674,18,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 18,0.12335781877846155,0.004089140408502867,0.12480168624000001,0.05071223230769229,0.07258907538461538,0.11337774974,0.12696115574,18,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 18,0.14936520839000003,0.0006317380934730577,0.14929490324,0.07670923999999998,0.07260170999999999,0.14831887474000002,0.15053583974,18,libc
./zig-out/bin/memset_bench skk64 500_000_000 18,0.12403351091391303,0.004264900104276444,0.12617801074,0.05051058347826085,0.07346509043478261,0.11445423474000001,0.12786952774000002,18,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 18,0.1257043230443478,0.0008408826511491261,0.12579526674000002,0.05118227913043478,0.07446339478260869,0.12356518174000002,0.12749862174,18,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 18,0.1524827672663158,0.0006781121912116941,0.15221789274,0.08087632947368421,0.07154627578947369,0.15169000974000002,0.15388245974,18,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 18,0.120511441615,0.0009080330780345482,0.12043578874000001,0.04981241499999998,0.07064171,0.11894092174000001,0.12234479674000001,18,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 18,0.15403870889789473,0.0008344260234331635,0.15409641874000002,0.08135075052631577,0.07262580210526316,0.15265329474,0.15592847574000002,18,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 20,0.11843385216307695,0.0041253924033636,0.12047076674000001,0.046812732307692305,0.07156172923076923,0.10995022774,0.12267927874000001,20,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 20,0.12010979786500003,0.002910829275504376,0.12061408074,0.04739379000000001,0.07265825166666667,0.10938390774000001,0.12259952874,20,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 20,0.14812513734000002,0.0005670435637256378,0.14794298024000002,0.07265564,0.07538951,0.14739986574000002,0.14928103574,20,libc
./zig-out/bin/memset_bench skk64 500_000_000 20,0.11846957969833331,0.00369201647693535,0.11989906874,0.046887915,0.07152633500000001,0.10935969174000001,0.12127147774000001,20,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 20,0.1200138917,0.002034459611806095,0.12025863874,0.0485563,0.07140228000000001,0.11151336274000001,0.12253645474000001,20,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 20,0.15197262279263157,0.0007257262949329893,0.15192914774000002,0.07854227684210525,0.07337180210526316,0.15077733074000002,0.15303457674,20,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 20,0.11637051290000004,0.0011088978563217138,0.11668157374,0.04365222,0.07265988,0.11301553474,0.11763810774000001,20,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 20,0.15210610637157898,0.0006251124716693599,0.15193184374000002,0.07856622421052632,0.07347622315789475,0.15119350674,0.15346909974,20,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 24,0.11181142408615384,0.003001076717091451,0.11330733374000002,0.03962780923076922,0.07212846,0.10419921374,0.11505409374000002,24,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 24,0.11151355927846153,0.003800731613919702,0.11344289674000002,0.03842257846153846,0.07303042153846154,0.10492694474000001,0.11553691774000001,24,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 24,0.14781759819,0.0007533709053141361,0.14779956124,0.07467124,0.07309180999999998,0.14693514974000002,0.14968843874,24,libc
./zig-out/bin/memset_bench skk64 500_000_000 24,0.11338765924000002,0.002402684433059193,0.11383252074,0.04286654,0.07045853692307692,0.10578242774,0.11576549074,24,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 24,0.1122869355476923,0.002222370840186688,0.11287696824000001,0.03947453999999999,0.07274915230769229,0.10606636374,0.11476360874000001,24,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 24,0.1528098379505263,0.00047409812932036345,0.15276332074,0.07724380315789475,0.07550522315789474,0.15209745274,0.15363247474000002,24,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 24,0.1104305991103704,0.0014913617211519804,0.11059899174000001,0.0380663548148148,0.0723028488888889,0.10717480574,0.11301139974,24,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 24,0.15363240273999998,0.0006663138477009975,0.15353380574,0.08144654,0.07212338105263157,0.15241602074000002,0.15442369174,24,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 28,0.10670700899925925,0.0030521448700701953,0.10826813574000001,0.0338938362962963,0.07275488592592592,0.10110026474000001,0.10995270274,28,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 28,0.10730256025851849,0.0024712720481909925,0.10796411974,0.034792984444444446,0.07245596000000001,0.10173634974000001,0.11067025874000001,28,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 28,0.14696285014000002,0.000804477971480261,0.14670288174,0.07436688999999999,0.07253156,0.14587896574,0.14898667674000002,28,libc
./zig-out/bin/memset_bench skk64 500_000_000 28,0.10732026659185186,0.0028132139725599043,0.10876143574000001,0.03286661407407407,0.07439547851851852,0.10173515774000001,0.11060832574000001,28,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 28,0.10888360674,0.0011499640898292643,0.10914591274,0.03556016962962963,0.07326247851851851,0.10434079474,0.11069251274000001,28,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 28,0.14929595529,0.0006932143137063906,0.14939647624000002,0.07669274,0.07254036,0.14836310074,0.15054554474,28,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 28,0.10619802513285716,0.0013371312619260235,0.10641456124000001,0.03303354,0.07310653142857144,0.10292201774000001,0.10873868174000001,28,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 28,0.14909709595052634,0.0010228565373603148,0.14889221474,0.07452290842105262,0.07450532842105263,0.14774876074,0.15090784774000002,28,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 32,0.10534193141857144,0.0015004803156165754,0.10583414074,0.032676825714285714,0.07260720999999999,0.09881365574,0.10694307874,32,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 32,0.10094568005034485,0.0007171288596827379,0.10082555374,0.026803229655172414,0.0740866496551724,0.09979062074,0.10243604874000001,32,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 32,0.14599747044,0.0006026544905391147,0.14607694224,0.07109259,0.07484240999999998,0.14500121974000002,0.14692273074,32,libc
./zig-out/bin/memset_bench skk64 500_000_000 32,0.10160478722275865,0.0027832551901430936,0.10007513774000001,0.0283973675862069,0.07315168413793104,0.09818500274000001,0.10790616274,32,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 32,0.10370528673999999,0.001771180980513869,0.10412062524000001,0.031219139999999996,0.07242962666666666,0.09802781674000001,0.10542682474000001,32,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 32,0.14984342054000002,0.0005794611249084494,0.14985998674,0.07907979000000001,0.07070310999999999,0.14889833374,0.15148386174,32,builtin
./zig-out/bin/memset_bench musl_asm 500_000_000 32,0.1102280585476923,0.0009052908784974699,0.11005100474000001,0.03537246307692307,0.0748000753846154,0.10858792474000001,0.11197717874,32,musl_asm
./zig-out/bin/memset_bench basic 500_000_000 32,0.15013436942421052,0.0008838201075420658,0.15007144374,0.0758873294736842,0.07418474947368421,0.14867049274000002,0.15189968574,32,basic
./zig-out/bin/memset_bench glibc_avx512 500_000_000 50,0.0946892040948387,0.0011978483211970421,0.09480502374000001,0.02221979806451613,0.07241483096774193,0.09153809374,0.09684723674000001,50,glibc_avx512
./zig-out/bin/memset_bench glibc_avx2 500_000_000 50,0.09198873880250001,0.0013340693954936905,0.09193912074,0.020277571250000005,0.07163421,0.08881270574000001,0.09477008174000001,50,glibc_avx2
./zig-out/bin/memset_bench libc 500_000_000 50,0.14455486024,0.0006089173109501728,0.14436337724000003,0.07062354000000001,0.07387421,0.14368910174000002,0.14609251574,50,libc
./zig-out/bin/memset_bench skk64 500_000_000 50,0.09456145930250001,0.0022724686821181074,0.09489763724,0.02359344625,0.07091133499999999,0.09132672674,0.10088034574,50,skk64
./zig-out/bin/memset_bench rpkak 500_000_000 50,0.09502698977225806,0.0023549205580279567,0.09501790274000001,0.022454152903225805,0.07250805677419354,0.09105824474,0.09905367574000001,50,rpkak
./zig-out/bin/memset_bench builtin 500_000_000 50,0.14599555249,0.0010132289864174424,0.14588003224,0.07081119,0.07512506,0.14486180074000002,0.14865525974000002,50,builtin
